"","log2FoldChange","padj","Factor"
"ko:K010701",-0.370991947547056,NA,"Vibrio_Vibrio_vs_Control"
"ko:K012061",3.23007430012498,1.62945727186673e-05,"Vibrio_Vibrio_vs_Control"
"ko:K012511",1.96855297179025,0.000799408488520071,"Vibrio_Vibrio_vs_Control"
"ko:K013631",-0.170373745487349,0.777010365908562,"Vibrio_Vibrio_vs_Control"
"ko:K013651",0.3706259803612,0.284317081871125,"Vibrio_Vibrio_vs_Control"
"ko:K013791",-0.476637909409045,0.292327718267352,"Vibrio_Vibrio_vs_Control"
"ko:K015511",0.337743851000044,NA,"Vibrio_Vibrio_vs_Control"
"ko:K015961",2.95526270340559,3.08277802299393e-28,"Vibrio_Vibrio_vs_Control"
"ko:K016231",0.00971007445331953,0.983712930578404,"Vibrio_Vibrio_vs_Control"
"ko:K016811",1.40748775138703,0.0026159415951449,"Vibrio_Vibrio_vs_Control"
"ko:K016891",0.427156482376894,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K016971",-1.77160055941418,NA,"Vibrio_Vibrio_vs_Control"
"ko:K017581",0.500978743111594,0.769348643622377,"Vibrio_Vibrio_vs_Control"
"ko:K018751",-0.0763073493268497,0.962117267499832,"Vibrio_Vibrio_vs_Control"
"ko:K018811",0.472377267330956,0.84054367990676,"Vibrio_Vibrio_vs_Control"
"ko:K018891",1.07682823257778,0.284317081871125,"Vibrio_Vibrio_vs_Control"
"ko:K018901",0.0996066779069727,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K018921",0.0398203153822899,0.974921794978724,"Vibrio_Vibrio_vs_Control"
"ko:K018931",-0.939440254346142,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K019531",-0.640007382086543,0.288603667583729,"Vibrio_Vibrio_vs_Control"
"ko:K021051",-0.80456888082121,0.477156629054278,"Vibrio_Vibrio_vs_Control"
"ko:K021111",-0.662201869696762,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021121",0.317009121865854,0.521892225224454,"Vibrio_Vibrio_vs_Control"
"ko:K021461",-0.514444412524181,0.671542384242591,"Vibrio_Vibrio_vs_Control"
"ko:K021491",-0.640718736828917,0.614959940726823,"Vibrio_Vibrio_vs_Control"
"ko:K021521",1.61988008630895,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021551",0.126432972505727,0.89100390282877,"Vibrio_Vibrio_vs_Control"
"ko:K021831",-0.573930510996961,0.0187580428373092,"Vibrio_Vibrio_vs_Control"
"ko:K022191",-1.57421561939878,NA,"Vibrio_Vibrio_vs_Control"
"ko:K022671",-0.669134922865822,0.671542384242591,"Vibrio_Vibrio_vs_Control"
"ko:K024371",0.474865907863182,0.589750206281721,"Vibrio_Vibrio_vs_Control"
"ko:K025031",-0.321561389518215,NA,"Vibrio_Vibrio_vs_Control"
"ko:K026351",0.454238448754892,0.661636901348748,"Vibrio_Vibrio_vs_Control"
"ko:K026391",-0.351208621959048,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027031",4.01139944941773,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K027051",1.68382890617091,0.182903584482914,"Vibrio_Vibrio_vs_Control"
"ko:K027061",-1.84410069636499,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027251",0.0750719845279209,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027261",-0.669634105886784,0.695116067828552,"Vibrio_Vibrio_vs_Control"
"ko:K027281",-0.0721459490977997,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K027321",-0.159989540387348,0.875087255241156,"Vibrio_Vibrio_vs_Control"
"ko:K028651",-0.113999063544996,0.953422389465313,"Vibrio_Vibrio_vs_Control"
"ko:K028661",-0.93419603989497,NA,"Vibrio_Vibrio_vs_Control"
"ko:K028701",-0.382763562740419,0.224939817344606,"Vibrio_Vibrio_vs_Control"
"ko:K028721",-2.46330635130669,0.0272881981475888,"Vibrio_Vibrio_vs_Control"
"ko:K028731",-1.62125967606677,0.00024875829760478,"Vibrio_Vibrio_vs_Control"
"ko:K028771",1.69241636274156,0.259021179759563,"Vibrio_Vibrio_vs_Control"
"ko:K028801",-0.921373284788539,0.369846044676258,"Vibrio_Vibrio_vs_Control"
"ko:K028821",0.619501019696539,0.589750206281721,"Vibrio_Vibrio_vs_Control"
"ko:K028851",-0.475561546827295,0.692815822251355,"Vibrio_Vibrio_vs_Control"
"ko:K028891",-0.73930129387704,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K028961",-0.933633602191768,0.151747286304857,"Vibrio_Vibrio_vs_Control"
"ko:K028981",0.0687183469249711,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K029011",-0.251445392671872,0.875087255241156,"Vibrio_Vibrio_vs_Control"
"ko:K029051",0.36807222233144,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K029081",1.28480107790437,0.0595355390194091,"Vibrio_Vibrio_vs_Control"
"ko:K029101",-0.649755136112886,0.596963445469501,"Vibrio_Vibrio_vs_Control"
"ko:K029151",-0.57399568381282,0.588839115149772,"Vibrio_Vibrio_vs_Control"
"ko:K029181",0.11590081496183,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029201",0.439845944494255,0.833999867556589,"Vibrio_Vibrio_vs_Control"
"ko:K029231",-0.138100473798792,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K029241",-0.546410906247663,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029291",0.76324382215504,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K029321",-0.448984303247873,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K029361",-0.123236422583665,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K029371",0.102397348358278,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029381",0.930351963053816,0.300915890662946,"Vibrio_Vibrio_vs_Control"
"ko:K029411",0.729082512302176,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K029471",1.59988379310297,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029491",0.859783899999872,0.288789626512893,"Vibrio_Vibrio_vs_Control"
"ko:K029511",-0.34852499239154,0.831328173713568,"Vibrio_Vibrio_vs_Control"
"ko:K029531",-0.955970270627365,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029551",-0.989318585080588,0.151747286304857,"Vibrio_Vibrio_vs_Control"
"ko:K029581",-0.164687615176353,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K029621",1.11775150151515,0.218852303675739,"Vibrio_Vibrio_vs_Control"
"ko:K029661",-0.344647892406241,0.833999867556589,"Vibrio_Vibrio_vs_Control"
"ko:K029691",-0.569267408062434,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029731",-0.555720718843745,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029751",-0.0278815666495544,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029761",-0.926670440270527,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029781",0.249286309323053,0.716170733658742,"Vibrio_Vibrio_vs_Control"
"ko:K029801",-1.56550285251596,0.0727577163545133,"Vibrio_Vibrio_vs_Control"
"ko:K029831",-0.248279862000276,0.913256132916748,"Vibrio_Vibrio_vs_Control"
"ko:K029841",0.514775100611606,0.564062464976602,"Vibrio_Vibrio_vs_Control"
"ko:K029851",1.1490634971522,0.561644371917689,"Vibrio_Vibrio_vs_Control"
"ko:K029871",-1.20718189013592,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029911",-0.509742695736757,0.340700503624595,"Vibrio_Vibrio_vs_Control"
"ko:K029921",-0.527384538970455,0.730318062432678,"Vibrio_Vibrio_vs_Control"
"ko:K029931",-0.250954288285539,0.671542384242591,"Vibrio_Vibrio_vs_Control"
"ko:K029951",0.142691738437434,0.921670216712313,"Vibrio_Vibrio_vs_Control"
"ko:K030071",-3.44831890004041,0.000319366147757055,"Vibrio_Vibrio_vs_Control"
"ko:K030081",-1.7367672958204,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030311",0.699697477723304,0.561644371917689,"Vibrio_Vibrio_vs_Control"
"ko:K030831",-0.410860535665278,0.556234523479088,"Vibrio_Vibrio_vs_Control"
"ko:K031131",0.0412282831451482,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032311",0.682369331564205,0.796627627830563,"Vibrio_Vibrio_vs_Control"
"ko:K032321",0.800467959351038,0.629405964412389,"Vibrio_Vibrio_vs_Control"
"ko:K032331",1.00011142595527,0.578130265399151,"Vibrio_Vibrio_vs_Control"
"ko:K032341",0.33702938503095,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032361",-0.182873626865729,0.84054367990676,"Vibrio_Vibrio_vs_Control"
"ko:K032461",-0.994192193233283,0.489399911193778,"Vibrio_Vibrio_vs_Control"
"ko:K032471",-0.936873651545647,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K032831",0.382857579108644,0.518285839737456,"Vibrio_Vibrio_vs_Control"
"ko:K035211",0.293526033360725,0.777010365908562,"Vibrio_Vibrio_vs_Control"
"ko:K035221",-2.17650553839389,NA,"Vibrio_Vibrio_vs_Control"
"ko:K036261",2.39136173758287,1.62945727186673e-05,"Vibrio_Vibrio_vs_Control"
"ko:K036611",-0.216234877862871,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K038721",0.0910458405326224,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K038731",0.218836585989008,0.840220460228837,"Vibrio_Vibrio_vs_Control"
"ko:K039361",-0.403893360477454,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039421",-0.834204044100838,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039431",0.0594228575083342,NA,"Vibrio_Vibrio_vs_Control"
"ko:K040431",1.53999089529354,0.269010417385132,"Vibrio_Vibrio_vs_Control"
"ko:K040791",0.677902065526819,0.552794701991305,"Vibrio_Vibrio_vs_Control"
"ko:K043451",0.864648959583525,0.588839115149772,"Vibrio_Vibrio_vs_Control"
"ko:K043481",-0.307522048864723,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043541",0.0142805485524786,0.983712930578404,"Vibrio_Vibrio_vs_Control"
"ko:K043641",0.6697283886339,0.558394163172648,"Vibrio_Vibrio_vs_Control"
"ko:K043691",-0.780638189089826,0.614959940726823,"Vibrio_Vibrio_vs_Control"
"ko:K043701",0.788318107372412,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043711",-0.396871188081073,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043931",-0.339145847304112,0.746639359606283,"Vibrio_Vibrio_vs_Control"
"ko:K044441",0.969867628393087,0.840220460228837,"Vibrio_Vibrio_vs_Control"
"ko:K044561",-0.530807279233232,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045031",-0.0613115687714818,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K045361",-1.45329177658194,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045521",-0.844589070123665,0.240230744563269,"Vibrio_Vibrio_vs_Control"
"ko:K045671",-0.304532400893059,0.519334762339516,"Vibrio_Vibrio_vs_Control"
"ko:K047121",0.31581697271041,0.866513241113321,"Vibrio_Vibrio_vs_Control"
"ko:K057541",1.16871982793397,0.00142104842103274,"Vibrio_Vibrio_vs_Control"
"ko:K057551",0.272474122972524,0.853449018213493,"Vibrio_Vibrio_vs_Control"
"ko:K057571",0.329862970676218,0.519334762339516,"Vibrio_Vibrio_vs_Control"
"ko:K057581",0.305013502612147,0.865992476476006,"Vibrio_Vibrio_vs_Control"
"ko:K057591",-0.295894584113613,0.671542384242591,"Vibrio_Vibrio_vs_Control"
"ko:K066851",0.333638735908751,0.848640096122752,"Vibrio_Vibrio_vs_Control"
"ko:K066891",-0.567266692803035,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K067041",1.19916715580102,NA,"Vibrio_Vibrio_vs_Control"
"ko:K071511",-0.280340740021797,0.392265908684448,"Vibrio_Vibrio_vs_Control"
"ko:K071921",-0.0302012269596366,0.967595463934437,"Vibrio_Vibrio_vs_Control"
"ko:K072051",-0.198697465235477,0.865992476476006,"Vibrio_Vibrio_vs_Control"
"ko:K073421",-0.374192475540228,0.840220460228837,"Vibrio_Vibrio_vs_Control"
"ko:K073751",-0.313025459722124,0.789808081847588,"Vibrio_Vibrio_vs_Control"
"ko:K075091",0.0377107509246504,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K078271",0.124769878685094,0.921670216712313,"Vibrio_Vibrio_vs_Control"
"ko:K078741",0.643694427332108,0.558394163172648,"Vibrio_Vibrio_vs_Control"
"ko:K078871",0.222237907217414,0.819558004284214,"Vibrio_Vibrio_vs_Control"
"ko:K078901",0.292244591510903,0.746639359606283,"Vibrio_Vibrio_vs_Control"
"ko:K078931",0.58840249226237,NA,"Vibrio_Vibrio_vs_Control"
"ko:K079011",0.640666002039244,0.369846044676258,"Vibrio_Vibrio_vs_Control"
"ko:K079361",-1.22326070532935,0.0972979861657609,"Vibrio_Vibrio_vs_Control"
"ko:K079371",-0.40507782147815,0.135299514016502,"Vibrio_Vibrio_vs_Control"
"ko:K079761",0.677805353643659,NA,"Vibrio_Vibrio_vs_Control"
"ko:K080561",-2.03940768423544,NA,"Vibrio_Vibrio_vs_Control"
"ko:K085481",0.504339933571095,0.558394163172648,"Vibrio_Vibrio_vs_Control"
"ko:K087641",-0.577757842181085,NA,"Vibrio_Vibrio_vs_Control"
"ko:K088701",0.521383680428472,NA,"Vibrio_Vibrio_vs_Control"
"ko:K089571",2.1818656831547,0.0206087240064318,"Vibrio_Vibrio_vs_Control"
"ko:K090221",0.102472680899522,0.957782530439186,"Vibrio_Vibrio_vs_Control"
"ko:K093981",0.0882270664794719,NA,"Vibrio_Vibrio_vs_Control"
"ko:K094811",0.667824569466317,0.518285839737456,"Vibrio_Vibrio_vs_Control"
"ko:K094901",-0.921756699213991,0.550393996161788,"Vibrio_Vibrio_vs_Control"
"ko:K095671",2.39990787725756,NA,"Vibrio_Vibrio_vs_Control"
"ko:K095681",0.223504629304622,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K095691",2.48135776436109,0.0116580180341903,"Vibrio_Vibrio_vs_Control"
"ko:K095801",0.046891940747143,0.962117267499832,"Vibrio_Vibrio_vs_Control"
"ko:K095841",-0.164785622979499,0.614442298567573,"Vibrio_Vibrio_vs_Control"
"ko:K095951",-0.754401295172378,0.288603667583729,"Vibrio_Vibrio_vs_Control"
"ko:K103641",0.362902523975204,0.561644371917689,"Vibrio_Vibrio_vs_Control"
"ko:K103651",0.32710865345837,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K104181",0.738957278939339,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K104191",-0.617005837501304,0.741916667389605,"Vibrio_Vibrio_vs_Control"
"ko:K104201",0.366851032118446,0.635725426430944,"Vibrio_Vibrio_vs_Control"
"ko:K104351",0.425031554107745,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K105731",0.441438069897452,0.776361002638037,"Vibrio_Vibrio_vs_Control"
"ko:K105751",0.672405844237422,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K105771",-0.40379141199568,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105801",-0.201594546152174,0.861953362264444,"Vibrio_Vibrio_vs_Control"
"ko:K105821",-1.40101055543094,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105831",-1.48975018033021,NA,"Vibrio_Vibrio_vs_Control"
"ko:K106881",0.119177624028765,NA,"Vibrio_Vibrio_vs_Control"
"ko:K107041",1.2504689519311,0.0153127147001926,"Vibrio_Vibrio_vs_Control"
"ko:K109491",0.537375745266313,0.692815822251355,"Vibrio_Vibrio_vs_Control"
"ko:K109561",0.454671376331909,0.904609052173218,"Vibrio_Vibrio_vs_Control"
"ko:K110871",2.14995525297282,NA,"Vibrio_Vibrio_vs_Control"
"ko:K110881",0.755223144613031,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K110991",0.502653314607617,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111301",-0.642553819347737,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111881",-0.189361294242117,0.92608915462536,"Vibrio_Vibrio_vs_Control"
"ko:K112511",1.10888035412614,0.184976233676257,"Vibrio_Vibrio_vs_Control"
"ko:K112521",0.861541152031722,0.200993209472202,"Vibrio_Vibrio_vs_Control"
"ko:K112541",1.08374893859791,NA,"Vibrio_Vibrio_vs_Control"
"ko:K114951",-1.15968992399716,NA,"Vibrio_Vibrio_vs_Control"
"ko:K115841",-2.17094022956281,0.0972979861657609,"Vibrio_Vibrio_vs_Control"
"ko:K118841",-0.737582994990006,NA,"Vibrio_Vibrio_vs_Control"
"ko:K119801",-0.0405154563727391,0.974644785830776,"Vibrio_Vibrio_vs_Control"
"ko:K121581",0.134861446466084,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K121941",0.203495315471574,0.552794701991305,"Vibrio_Vibrio_vs_Control"
"ko:K121971",0.305832576061303,0.776361002638037,"Vibrio_Vibrio_vs_Control"
"ko:K121981",-0.00949930859452867,NA,"Vibrio_Vibrio_vs_Control"
"ko:K123931",2.59205318085269,0.136630498848088,"Vibrio_Vibrio_vs_Control"
"ko:K126211",-0.440277072073065,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126221",-0.171592400075084,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126231",-1.17099216362575,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K127571",-0.0661270524092293,0.921670216712313,"Vibrio_Vibrio_vs_Control"
"ko:K128281",-0.10512876745287,0.668151495026125,"Vibrio_Vibrio_vs_Control"
"ko:K128321",0.0277972538550142,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K128331",0.254173360286701,NA,"Vibrio_Vibrio_vs_Control"
"ko:K128591",0.35211233353996,0.840220460228837,"Vibrio_Vibrio_vs_Control"
"ko:K128771",-0.481653855156194,0.768270551596883,"Vibrio_Vibrio_vs_Control"
"ko:K129471",-0.315086510667729,0.819558004284214,"Vibrio_Vibrio_vs_Control"
"ko:K130251",-0.203756763561525,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K131261",0.0207616013391175,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K131761",0.388172593825549,NA,"Vibrio_Vibrio_vs_Control"
"ko:K132511",-0.173751867680635,NA,"Vibrio_Vibrio_vs_Control"
"ko:K137581",1.2749036218377,0.151747286304857,"Vibrio_Vibrio_vs_Control"
"ko:K137851",0.0921500100526493,0.948873349544792,"Vibrio_Vibrio_vs_Control"
"ko:K143971",0.327225563903834,NA,"Vibrio_Vibrio_vs_Control"
"ko:K147531",0.79226776443275,0.00129184316688356,"Vibrio_Vibrio_vs_Control"
"ko:K148031",-0.677675903258949,NA,"Vibrio_Vibrio_vs_Control"
"ko:K149651",-0.485275490766479,0.776361002638037,"Vibrio_Vibrio_vs_Control"
"ko:K150251",2.53950334183586,NA,"Vibrio_Vibrio_vs_Control"
"ko:K151031",-0.65214910486398,0.561644371917689,"Vibrio_Vibrio_vs_Control"
"ko:K156201",-1.12867382546697,NA,"Vibrio_Vibrio_vs_Control"
"ko:K161861",2.33345875511478,0.00146334856197908,"Vibrio_Vibrio_vs_Control"
"ko:K161971",-0.662311182973602,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K163441",-0.176710508291311,0.921670216712313,"Vibrio_Vibrio_vs_Control"
"ko:K165751",-1.71458249572464,NA,"Vibrio_Vibrio_vs_Control"
"ko:K167941",0.395793993745525,0.588839115149772,"Vibrio_Vibrio_vs_Control"
"ko:K170801",-0.542251255636716,0.769348643622377,"Vibrio_Vibrio_vs_Control"
"ko:K170811",-0.25717576876455,0.663570528239988,"Vibrio_Vibrio_vs_Control"
"ko:K170931",-1.22227880064995,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172541",-0.0275421979000466,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172661",0.409746458332404,0.671542384242591,"Vibrio_Vibrio_vs_Control"
"ko:K172681",0.751092528385195,0.518285839737456,"Vibrio_Vibrio_vs_Control"
"ko:K174971",1.08487353006926,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177801",-0.907544050004793,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177951",0.262014545777382,NA,"Vibrio_Vibrio_vs_Control"
"ko:K179181",-0.183227900808135,0.671542384242591,"Vibrio_Vibrio_vs_Control"
"ko:K179201",-0.125000634407423,0.769348643622377,"Vibrio_Vibrio_vs_Control"
"ko:K182691",1.19372982843684,0.145813426345398,"Vibrio_Vibrio_vs_Control"
"ko:K184661",0.806706110865404,0.543006017300391,"Vibrio_Vibrio_vs_Control"
"ko:K186171",0.580301895726043,NA,"Vibrio_Vibrio_vs_Control"
"ko:K196821",0.434549241223505,0.605466402102258,"Vibrio_Vibrio_vs_Control"
"ko:K197651",-0.48232394653106,8.39359249924004e-05,"Vibrio_Vibrio_vs_Control"
"ko:K197881",-0.314088349082608,NA,"Vibrio_Vibrio_vs_Control"
"ko:K199311",0.414014907948609,0.552794701991305,"Vibrio_Vibrio_vs_Control"
"ko:K199321",0.665653828726163,0.578130265399151,"Vibrio_Vibrio_vs_Control"
"ko:K200111",0.0567991714434416,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K203011",-0.0516715725849752,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203021",-0.431522666552608,0.671542384242591,"Vibrio_Vibrio_vs_Control"
"ko:K203461",-0.004109277425156,0.995217189383651,"Vibrio_Vibrio_vs_Control"
"ko:K203471",0.13543284262247,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K203501",-2.04905654905185,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203521",0.573159684652601,0.369846044676258,"Vibrio_Vibrio_vs_Control"
"ko:K203691",-0.619119777119741,0.0026159415951449,"Vibrio_Vibrio_vs_Control"
"ko:K203981",-0.560987545655725,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K203991",-0.48706762810715,NA,"Vibrio_Vibrio_vs_Control"
"ko:K204721",-0.796981874648569,0.288603667583729,"Vibrio_Vibrio_vs_Control"
"ko:K218701",-0.233542343012892,0.932544727871067,"Vibrio_Vibrio_vs_Control"
"ko:K218911",0.270678895452481,NA,"Vibrio_Vibrio_vs_Control"
"ko:K220691",0.605367462177793,NA,"Vibrio_Vibrio_vs_Control"
"ko:K223901",-0.0839851632606043,0.96300259549045,"Vibrio_Vibrio_vs_Control"
"ko:K225031",0.173108001359089,0.957782530439186,"Vibrio_Vibrio_vs_Control"
"ko:K225561",-1.63097206950399,0.534077448060103,"Vibrio_Vibrio_vs_Control"
"ko:K229391",-1.32393265890006,NA,"Vibrio_Vibrio_vs_Control"
"ko:K230341",1.32994953427941,0.7256935688201,"Vibrio_Vibrio_vs_Control"
